id,scale_id,PA3,PA7,PA1,PA2,PA5,PA4,PA6
h24,positive_expressivity,0.27254800225421594,0.3413852292449385,0.5353167565475513,0.11040981275843446,0.13770908074358248,0.23462398905729992,0.14854197367646355
a5,positive_expressivity,0.0960702605004825,0.4904273059334439,0.27228011362116644,0.08190715895167551,0.06922033475428577,0.0026613577064498076,0.19707226663714988
a7,positive_expressivity,0.29448489868387767,0.4229947733184038,0.19562536056541233,0.08861061220061227,0.20304506728733493,0.2633853984595442,0.13991840537458447
a48,positive_expressivity,0.12245153877564775,0.4595366202792533,0.13762095206522765,0.0605331649682561,0.11165614330036396,0.03769549248494852,0.1866512305026718
a79,positive_expressivity,0.24055244289906472,0.4692794773575339,0.6136337982316752,0.2452739154533805,0.11886085628453404,0.21297369917003123,0.06837060800265714
a139,positive_expressivity,0.2619480937551809,0.65300339522075,0.5588666984277476,0.22126229453778018,0.17574454975702597,0.09398128975449745,0.24529514984189038
a4,positive_expressivity,0.2727660697187436,0.3160900959376955,0.6530004704239549,0.19116701655585844,0.17173219958284647,0.22125064439644382,0.2127783157343771
a132,positive_expressivity,0.27729773466765417,0.41071853998951646,0.7538917505506108,0.21871280751993682,0.1279465178814046,0.1639376307086365,0.2486216452522148
a84,positive_expressivity,0.22439194542951682,0.49205619818996793,0.5153182478559285,0.2568377627768482,0.18257664908471524,0.12913910942691664,0.26621784208562266
a3,negative_expressivity,0.08858494299917778,0.15833605387388378,-0.003982335024656795,-0.13154996387706563,0.3200079885896327,0.1032808632875719,0.3848754078361772
a14,negative_expressivity,0.15398326176985835,0.2077175353216564,0.0761307521664582,0.04180144925913311,0.5261992460021508,-0.047577367288053125,0.20596257870450732
a54,negative_expressivity,0.265867579027508,0.20634302262209028,0.06243496556305476,0.09174681663997124,0.48091680679024856,0.22810484240828666,0.19075997767371933
a80,negative_expressivity,0.2343287471845555,0.31436451490385237,0.13230666114750422,0.1440689333893458,0.45429974432543946,0.06688827229299002,0.13107088993712443
a101,negative_expressivity,0.3660013690551017,0.2799093768912256,0.28990015600521,0.15503556588938333,0.45625055164789974,0.055414741343138986,0.3433409063311081
a10,negative_expressivity,0.23997086484111094,0.2815421561832782,0.33318764203422546,0.13787541345475754,0.11010630953795508,0.13211618332638642,0.5811394885944351
a12,negative_expressivity,0.07753120025339975,0.12524518474776694,0.1577410828382838,-0.06785068439689629,0.05804362911757344,-0.08483729137929212,0.5015786037655338
a130,negative_expressivity,0.2805468111208074,0.23522327713106703,0.29314301487847566,0.1384608979144973,0.29100354034773357,0.1489637066304742,0.5278742860764222
a66,negative_expressivity,0.2076556318913801,0.13825974326178847,0.056992918927117914,-0.0335696590425235,0.35614081106778667,0.07202890372872926,0.6281077699734631
a28,negative_expressivity,-0.0282251856114038,0.12845148516250052,0.2461572024646175,0.015175171310067409,-0.08164320150508729,-0.029115572879558117,0.4759726065437277
a33,attending_to_emotions,0.6711925535094001,0.18344172433498582,0.16196770881131917,0.21219993286216365,0.16650675633804915,0.10412940749831001,0.07664399977331504
a116,attending_to_emotions,0.7464694710615799,0.27222864811568565,0.30361135315732707,0.29246845673083555,0.3190911265579237,0.19931694331002395,0.021737163803315415
a122,attending_to_emotions,0.31522691744574827,0.22434532265644858,0.2605005635911071,0.11342930491980628,0.0227442472904704,-0.11383897349792166,0.0740068762166861
a134,attending_to_emotions,0.6917474678428037,0.2860178929208007,0.36105135098479546,0.22624430805403534,0.15945815996394885,0.08952097675298056,0.1155446291244389
a142,attending_to_emotions,0.6796428322184532,0.2132189907560773,0.07136881679282957,0.18020416791486008,0.19587450639507148,0.1519554391469286,0.026282107798751595
a87,attending_to_emotions,0.6200199471922815,0.06991800850024256,0.19175571594771285,0.16511605793014486,0.13050473461319814,0.17816222957420777,0.24102687250727123
a106,attending_to_emotions,0.666610515097777,0.10311791686711,0.16033338447312154,0.13685226640799372,0.10693969310515418,0.14565646899213391,0.12438103508011773
e9,attending_to_emotions,0.2944112601369885,0.18263886831505627,0.4167779573864984,0.15014176258551842,0.043851486026391454,-0.014779685533143384,0.06708525821749116
x183,attending_to_emotions,0.3692975605372434,0.12128789699986792,0.2955863696022637,0.09991020838738766,0.061257809967118444,0.12571179997728615,0.23182197868039608
x10,attending_to_emotions,0.5089159525246957,0.18745296011008244,0.3160627358111962,0.1932385012793329,0.2169684953218823,0.19401384340468852,0.19692024362236463
a15,emotion_based_decision_making,0.38088165666085766,0.26551819008727495,0.30673028094254445,0.291856835209945,0.1454759084744879,0.19130278420546082,-0.032781239928756846
a26,emotion_based_decision_making,0.24896917974153102,0.22905918893144311,0.1738306950270512,0.14472947332913075,0.13686645057670932,0.5349282962622628,-0.08693662888888343
a69,emotion_based_decision_making,0.3408326379227398,0.23436383510274364,-0.01627763302624933,0.08166624615829594,0.1439426885534661,0.32442787484595514,-0.017011825237165448
a124,emotion_based_decision_making,0.4383284885270881,0.2740238253785413,0.12565069466511003,0.23132950751806522,0.17599892390341298,0.22851042605484326,-0.07088655704083417
x199,emotion_based_decision_making,0.12006099387388586,0.17664265949411243,0.18370724960498652,0.1635106143697118,0.2629518079137755,0.3737322201794523,-0.0777514028651046
a97,emotion_based_decision_making,-3.4958880367768713e-4,0.0723880165505624,0.05219201690135563,0.07826000484748345,0.09684266512080811,0.5601951017909358,0.025629432037006513
a6,emotion_based_decision_making,0.08833199293981911,0.0011023637502295123,0.09131164902914644,0.030687680445838982,-0.02786861997682757,0.6100125783710926,0.024302819774850562
h378,emotion_based_decision_making,0.217244997359033,0.16474579151254504,0.33183282075118337,0.15506296296007935,0.2935728684035915,0.46324548422134504,0.05661634927294506
a113,emotion_based_decision_making,0.2792989412988163,0.13278608949315776,0.2065456383264567,0.06708406813089757,0.20808503551667443,0.6215172166203222,0.13753784859804288
a1,responsive_joy,0.02414093852431478,0.3099512468467871,0.17260147249061875,0.2363573533703517,0.09029052881709751,-0.04707534354566366,-0.09240909329084618
a16,responsive_joy,0.11753630680210501,0.6065649511995912,0.2727220954528304,0.18891864390320193,0.12982670183560624,0.03171983494279998,0.043434660973570335
a63,responsive_joy,0.3809961463797081,0.5513358804719555,0.45757000778799295,0.3804055633279448,0.09785373533516407,0.12206107773990202,-0.02247427610955661
a71,responsive_joy,0.20105131674058835,0.6922196580702029,0.3216225082453874,0.22803416990476072,0.1743549697518211,0.1147729506594689,0.1295104833307313
a72,responsive_joy,0.28762601174833996,0.6018518971523209,0.18976903641037735,0.20350453868608104,0.24106916557953978,0.12448985568455405,-0.016895910693097656
a76,responsive_joy,0.06207455162802404,0.4744247217833559,0.12550598403019247,0.139344923397061,-0.004677999849767013,-0.008705541188646589,0.0394465003123221
a2,responsive_joy,-0.04017344309369371,0.2456919175811988,0.2171794805224315,0.10541563446727562,-0.05980901877397749,0.002872855753731228,0.01344698944304043
a11,responsive_joy,0.23444398727961016,0.3182931298347545,0.26639967415331245,0.2450464524665348,0.09888181363347207,-0.06877423549901933,-0.012330064932271878
a13,responsive_joy,0.13380560736368233,0.5467956820792896,0.34437328991456606,0.1705887263484925,0.1776382347100545,0.15702080137359037,0.25533498887779793
a42,responsive_joy,0.002559023566717085,0.24739415905091533,0.23657800135017604,0.28797930301091174,0.03477908626443837,0.04593772559472979,2.2466658051814258e-4
x253,responsive_distress,0.24203042015165477,0.258472424273717,0.32263493498478996,0.4372538453559259,0.20886033454843472,0.02729101905155722,-0.119905500648185
h992,responsive_distress,0.3155775181277833,0.23162219596037945,0.31340176774051803,0.13868646868380446,0.5069096597495714,0.14745930009975095,-0.04940256759723735
h988,responsive_distress,0.2588596513993576,0.2483968268576925,0.26601248456937904,0.40522196808001404,0.3853066874200187,0.1060153978006155,-0.15573180365842534
a135,responsive_distress,0.2668115355119961,0.3292869619950973,0.1884364866186223,0.4874574693673887,0.18314625715867716,0.049760539264288514,-0.13445706104945665
a46,responsive_distress,0.22987137429386398,0.2862816380943576,0.17473163179860807,0.29178297364539785,0.2173379951440935,-0.035981306041296214,-0.11508562958902746
e64,responsive_distress,0.03638052308683425,0.0552787374035065,0.0017060576370642735,0.08406640166079071,0.5130141348743981,0.1322197610988394,0.18271588673544856
h1046,responsive_distress,0.22985818463122148,0.07110399741605906,0.1009946616495067,0.02061965780505129,0.3463814754255385,0.09979176880369169,0.04990036624588718
a67,responsive_distress,0.15556871516933754,0.18458813302475516,0.24826000450466792,0.44845793604943096,0.1601163041443886,-0.09566414069751904,-0.009461859554782133
a56,responsive_distress,0.26016942206763427,0.3558181541676696,0.32399065347599865,0.20953476395087492,0.36589663989569776,0.11654433446470205,0.05208698014939293
a128,responsive_distress,-0.012179866102922158,-0.1070355456507223,-0.0996250419701396,0.03294303775856194,0.4642908391637525,0.177594413376786,0.08879991671352468
h1100,empathic_concern,0.20731747142289067,0.1983991129078921,0.42738190335947357,0.3671706841295475,0.05146614454270935,0.08740892217056653,-0.14461334326669725
e115,empathic_concern,0.13649905888270134,0.23068139619191166,0.2531295703309618,0.5848678110203737,0.14449469050615857,0.030647411462807774,-0.06064719442649978
x259,empathic_concern,0.20600733561523837,0.18751806874570925,0.14724122510763119,0.6974770207104368,0.07002174167836651,0.06674933934512269,-0.04992406955039184
x219,empathic_concern,0.1742540897276976,0.0584591418308163,0.01024735080374351,0.42892824201475693,-0.034116073827241127,0.17883471947805366,-0.002337436095400334
a24,empathic_concern,0.13931859014409653,0.1749046429689581,0.09092902947889993,0.5830875733163927,0.0750684600060774,-0.012939784439817687,-0.08771315600040179
x244,empathic_concern,0.29459409979791024,0.21146936800416735,0.4849199159266094,0.4867912604987992,0.08707937028347255,0.05287757406727332,0.016974306616387463
e169,empathic_concern,0.1450441695075127,0.02985299503732881,0.021327790926091626,0.4379667590056914,-0.022162418023798078,0.2878245944042189,0.03880154881728545
h435,empathic_concern,0.013973192410117815,0.17988678881386808,0.2617582877128517,0.2713263782223464,0.028366858952057344,0.15115197515855622,-0.005651139932685324
x103,empathic_concern,0.24999606837456256,0.18629403925830665,0.27915839274528104,0.3007596874925482,0.05866990231709523,0.19729556624738082,0.14234919957252506
a51,empathic_concern,0.1882970360605214,0.15449659371381427,0.1790424226857966,0.605809927706567,0.13689122965914918,0.08393796610600292,0.07823236606329206
